transaction_id,user_id,transaction_datetime,amount,merchant_category,transaction_channel,device_type,location,is_fraud
503436,30,01-01-2024 00:00,1318.52,Restaurants,Net Banking,Web Browser,Mumbai,0
503437,30,01-01-2024 06:00,1705.47,Pharmacy,Mobile Banking,iPhone,Pune,0
503438,30,01-01-2024 12:00,1187.22,Utilities,Mobile Banking,Web Browser,Delhi,0
503439,30,01-01-2024 18:00,1496.48,Pharmacy,UPI,Web Browser,Mumbai,0
503440,30,02-01-2024 00:00,1304.69,Online Store,POS Machine,iPhone,Chennai,0
503441,30,02-01-2024 06:00,1360.88,Restaurants,UPI,Web Browser,Bangalore,0
503442,30,02-01-2024 12:00,1702.73,Restaurants,POS Machine,Android,Chennai,0
503443,30,02-01-2024 18:00,1316.58,Shopping,Net Banking,Android,Chennai,0
503444,30,03-01-2024 00:00,1713.85,Travel,Card Swipe,Android,Delhi,0
503445,30,03-01-2024 06:00,777.75,Pharmacy,Net Banking,Web Browser,Pune,0
503446,30,03-01-2024 12:00,956.16,Shopping,UPI,iPhone,Mumbai,0
503447,30,03-01-2024 18:00,652.94,Pharmacy,Mobile Banking,Web Browser,Delhi,0
503448,30,04-01-2024 00:00,1046.2,Online Store,UPI,Web Browser,Bangalore,0
503449,30,04-01-2024 06:00,2077.66,Grocery,UPI,iPhone,Mumbai,0
503450,30,04-01-2024 12:00,1438.03,Pharmacy,Net Banking,Web Browser,Pune,0
503451,30,04-01-2024 18:00,1197.87,Restaurants,POS Machine,Android,Hyderabad,0
503452,30,05-01-2024 00:00,1711.15,Pharmacy,POS Machine,Android,Pune,0
503453,30,05-01-2024 06:00,1759.33,Online Store,POS Machine,Android,Pune,0
503454,30,05-01-2024 12:00,1027.4,Grocery,UPI,iPhone,Mumbai,0
503455,30,05-01-2024 18:00,2296.52,Bill Payment,POS Machine,iPhone,Bangalore,0
503456,30,06-01-2024 00:00,1538.31,Shopping,Net Banking,iPhone,Mumbai,0
503457,30,06-01-2024 06:00,1581.32,Restaurants,POS Machine,iPhone,Pune,0
503458,30,06-01-2024 12:00,1613.7,Grocery,POS Machine,Android,Hyderabad,0
503459,30,06-01-2024 18:00,1612.98,Online Store,Mobile Banking,Web Browser,Mumbai,0
503460,30,07-01-2024 00:00,1231.94,Shopping,Card Swipe,Android,Chennai,0
503461,30,07-01-2024 06:00,2164.91,Pharmacy,Card Swipe,Web Browser,Mumbai,0
503462,30,07-01-2024 12:00,1346.7,Grocery,Mobile Banking,iPhone,Chennai,0
503463,30,07-01-2024 18:00,1770.77,Bill Payment,Mobile Banking,Web Browser,Hyderabad,0
503464,30,08-01-2024 00:00,1281.95,Utilities,POS Machine,Android,Bangalore,0
503465,30,08-01-2024 06:00,1221.43,Travel,POS Machine,Android,Delhi,0
503466,30,08-01-2024 12:00,2093.02,Travel,POS Machine,Web Browser,Bangalore,0
503467,30,08-01-2024 18:00,1407.03,Travel,UPI,iPhone,Bangalore,0
503468,30,09-01-2024 00:00,1432.38,Online Store,Net Banking,Web Browser,Bangalore,0
503469,30,09-01-2024 06:00,1540.8,Bill Payment,Net Banking,Android,Pune,0
503470,30,09-01-2024 12:00,2331.86,Bill Payment,Net Banking,Android,Pune,0
503471,30,09-01-2024 18:00,2184.1,Restaurants,Card Swipe,Android,Chennai,0
503472,30,10-01-2024 00:00,1882.1,Shopping,Net Banking,iPhone,Bangalore,0
503473,30,10-01-2024 06:00,2417.81,Travel,UPI,Android,Mumbai,0
503474,30,10-01-2024 12:00,1121.68,Travel,Net Banking,Web Browser,Pune,0
503475,30,10-01-2024 18:00,1667.83,Shopping,POS Machine,iPhone,Hyderabad,0
503476,30,11-01-2024 00:00,1469.89,Grocery,POS Machine,iPhone,Delhi,0
503477,30,11-01-2024 06:00,840.32,Shopping,Card Swipe,Android,Chennai,0
503478,30,11-01-2024 12:00,1602.05,Shopping,Card Swipe,Web Browser,Hyderabad,0
503479,30,11-01-2024 18:00,1276.52,Shopping,Mobile Banking,Web Browser,Hyderabad,0
503480,30,12-01-2024 00:00,1967.32,Pharmacy,UPI,Web Browser,Bangalore,0
503481,30,12-01-2024 06:00,1309.22,Online Store,Card Swipe,iPhone,Pune,0
503482,30,12-01-2024 12:00,1289.81,Bill Payment,Net Banking,iPhone,Hyderabad,0
503483,30,12-01-2024 18:00,1967.17,Bill Payment,Card Swipe,Web Browser,Hyderabad,0
503484,30,13-01-2024 00:00,1421.68,Restaurants,POS Machine,Android,Mumbai,0
503485,30,13-01-2024 06:00,1840.84,Bill Payment,Card Swipe,Web Browser,Pune,0
503486,30,13-01-2024 12:00,1588.83,Restaurants,Net Banking,Android,Bangalore,0
503487,30,13-01-2024 18:00,1593.4,Grocery,Mobile Banking,Android,Mumbai,0
503488,30,14-01-2024 00:00,1360.74,Grocery,Mobile Banking,Android,Chennai,0
503489,30,14-01-2024 06:00,1615.39,Utilities,Card Swipe,Web Browser,Bangalore,0
503490,30,14-01-2024 12:00,1399.14,Grocery,Mobile Banking,Android,Mumbai,0
503491,30,14-01-2024 18:00,1169.72,Bill Payment,Net Banking,iPhone,Pune,0
503492,30,15-01-2024 00:00,1408.44,Online Store,Card Swipe,Android,Mumbai,0
503493,30,15-01-2024 06:00,1883.48,Pharmacy,UPI,Android,Mumbai,0
503494,30,15-01-2024 12:00,1626.93,Travel,Net Banking,Android,Bangalore,0
503495,30,15-01-2024 18:00,1706.24,Restaurants,UPI,Android,Bangalore,0
503496,30,16-01-2024 00:00,1444.52,Travel,UPI,iPhone,Delhi,0
503497,30,16-01-2024 06:00,782.75,Utilities,Card Swipe,iPhone,Pune,0
503498,30,16-01-2024 12:00,1027.21,Grocery,Net Banking,Web Browser,Hyderabad,0
503499,30,16-01-2024 18:00,1345.39,Online Store,POS Machine,Android,Chennai,0
503500,30,17-01-2024 00:00,1056.68,Travel,Mobile Banking,Web Browser,Pune,0
503501,30,17-01-2024 06:00,1265.08,Travel,UPI,Android,Hyderabad,0
503502,30,17-01-2024 12:00,1252.73,Travel,POS Machine,Android,Bangalore,0
503503,30,17-01-2024 18:00,1263.02,Shopping,POS Machine,iPhone,Bangalore,0
503504,30,18-01-2024 00:00,1934.45,Pharmacy,Mobile Banking,Android,Mumbai,0
503505,30,18-01-2024 06:00,1425.94,Online Store,UPI,Web Browser,Hyderabad,0
503506,30,18-01-2024 12:00,1762.97,Grocery,Card Swipe,Android,Hyderabad,0
503507,30,18-01-2024 18:00,1499.96,Online Store,Mobile Banking,iPhone,Mumbai,0
503508,30,19-01-2024 00:00,1927.14,Shopping,Mobile Banking,Web Browser,Chennai,0
503509,30,19-01-2024 06:00,1792.42,Restaurants,Card Swipe,Web Browser,Hyderabad,0
503510,30,19-01-2024 12:00,1242.16,Utilities,Net Banking,iPhone,Bangalore,0
503511,30,19-01-2024 18:00,2113.42,Utilities,UPI,iPhone,Hyderabad,0
503512,30,20-01-2024 00:00,1288.91,Grocery,POS Machine,iPhone,Delhi,0
503513,30,20-01-2024 06:00,1512.27,Bill Payment,POS Machine,iPhone,Chennai,0
503514,30,20-01-2024 12:00,1572.68,Online Store,UPI,Android,Delhi,0
503515,30,20-01-2024 18:00,1610.67,Restaurants,Card Swipe,Android,Chennai,0
503516,30,21-01-2024 00:00,1715.71,Online Store,Card Swipe,iPhone,Pune,0
503517,30,21-01-2024 06:00,1185.77,Pharmacy,UPI,Android,Chennai,0
503518,30,21-01-2024 12:00,1687.1,Grocery,POS Machine,Android,Chennai,0
503519,30,21-01-2024 18:00,1642.33,Restaurants,POS Machine,iPhone,Mumbai,0
503520,30,22-01-2024 00:00,1444.18,Shopping,Net Banking,iPhone,Delhi,0
503521,30,22-01-2024 06:00,1379.27,Shopping,Net Banking,Web Browser,Delhi,0
503522,30,22-01-2024 12:00,1168.25,Shopping,POS Machine,Android,Bangalore,0
503523,30,22-01-2024 18:00,1607.93,Online Store,Card Swipe,Android,Hyderabad,0
503524,30,23-01-2024 00:00,1218.63,Travel,Card Swipe,Android,Pune,0
503525,30,23-01-2024 06:00,1525.19,Pharmacy,Mobile Banking,iPhone,Pune,0
503526,30,23-01-2024 12:00,1409.44,Pharmacy,Net Banking,Web Browser,Pune,0
503527,30,23-01-2024 18:00,988.74,Bill Payment,Net Banking,Android,Mumbai,0
503528,30,24-01-2024 00:00,1125.48,Shopping,Net Banking,Android,Pune,0
503529,30,24-01-2024 06:00,1582.14,Grocery,UPI,Web Browser,Mumbai,0
503530,30,24-01-2024 12:00,1265.09,Pharmacy,Card Swipe,iPhone,Bangalore,0
503531,30,24-01-2024 18:00,1253.46,Bill Payment,POS Machine,Android,Bangalore,0
503532,30,25-01-2024 00:00,1183.32,Bill Payment,POS Machine,Android,Chennai,0
503533,30,25-01-2024 06:00,1194.9,Shopping,Mobile Banking,Web Browser,Pune,0
503534,30,25-01-2024 12:00,2004.57,Shopping,Mobile Banking,Web Browser,Hyderabad,0
503535,30,25-01-2024 18:00,1061.84,Bill Payment,UPI,iPhone,Mumbai,0
503536,30,26-01-2024 00:00,1946.64,Grocery,Net Banking,Android,Mumbai,0
503537,30,26-01-2024 06:00,1331.15,Grocery,POS Machine,Web Browser,Hyderabad,0
503538,30,26-01-2024 12:00,1220.92,Shopping,POS Machine,Android,Delhi,0
503539,30,26-01-2024 18:00,1574.99,Travel,Net Banking,iPhone,Mumbai,0
503540,30,27-01-2024 00:00,1462.12,Online Store,Mobile Banking,iPhone,Delhi,0
503541,30,27-01-2024 06:00,1376.62,Pharmacy,Card Swipe,iPhone,Hyderabad,0
503542,30,27-01-2024 12:00,1519.05,Shopping,Card Swipe,Android,Chennai,0
503543,30,27-01-2024 18:00,1456.71,Restaurants,Mobile Banking,Web Browser,Mumbai,0
503544,30,28-01-2024 00:00,1370.44,Travel,POS Machine,Android,Hyderabad,0
503545,30,28-01-2024 06:00,1763.31,Travel,Net Banking,Web Browser,Pune,0
503546,30,28-01-2024 12:00,950.24,Restaurants,POS Machine,iPhone,Mumbai,0
503547,30,28-01-2024 18:00,1131.89,Grocery,Net Banking,Android,Chennai,0
503548,30,29-01-2024 00:00,1175.04,Bill Payment,Card Swipe,Web Browser,Mumbai,0
503549,30,29-01-2024 06:00,1083,Online Store,POS Machine,iPhone,Bangalore,0
503550,30,29-01-2024 12:00,1473.34,Restaurants,Card Swipe,iPhone,Delhi,0
503551,30,29-01-2024 18:00,1616.49,Utilities,POS Machine,Android,Mumbai,0
503552,30,30-01-2024 00:00,774.31,Restaurants,Card Swipe,iPhone,Hyderabad,0
503553,30,30-01-2024 06:00,1282.25,Bill Payment,Card Swipe,Android,Delhi,0
503554,30,30-01-2024 12:00,1334.25,Pharmacy,Card Swipe,iPhone,Mumbai,0
503555,30,30-01-2024 18:00,1346.47,Pharmacy,Card Swipe,iPhone,Chennai,0
503556,30,31-01-2024 00:00,1005.48,Restaurants,Net Banking,iPhone,Pune,0
503557,30,31-01-2024 06:00,1337.1,Utilities,Net Banking,iPhone,Bangalore,0
503558,30,31-01-2024 12:00,1133.1,Travel,Net Banking,iPhone,Pune,0
503559,30,31-01-2024 18:00,6391.57,Foreign Transfer,Unknown API,Rooted Android,Proxy Node,1
503560,30,01-02-2024 00:00,4051.83,Electronics,Unknown API,Rooted Android,Unknown Location,1
503561,30,01-02-2024 06:00,3236.09,Luxury,Unknown API,Rooted Android,Proxy Node,1
503562,30,01-02-2024 12:00,4004.57,Electronics,Unknown API,Rooted Android,Unknown Location,1
503563,30,01-02-2024 18:00,5871.35,Foreign Transfer,International Gateway,Emulator,Unknown Location,1
503564,30,02-02-2024 00:00,8949.68,Foreign Transfer,International Gateway,VPN Desktop,International,1
503565,30,02-02-2024 06:00,3305.01,Crypto Exchange,Unknown API,Rooted Android,Unknown Location,1
503566,30,02-02-2024 12:00,4001.37,Crypto Exchange,International Gateway,Emulator,Unknown Location,1
503567,30,02-02-2024 18:00,9961.26,Luxury,International Gateway,Rooted Android,International,1
503568,30,03-02-2024 00:00,8521.55,Luxury,Unknown API,Rooted Android,Proxy Node,1
503569,30,03-02-2024 06:00,7093.62,Crypto Exchange,International Gateway,VPN Desktop,International,1
503570,30,03-02-2024 12:00,5574.3,Electronics,Unknown API,VPN Desktop,International,1
503571,30,03-02-2024 18:00,8626.51,Crypto Exchange,Unknown API,Emulator,International,1
503572,30,04-02-2024 00:00,6302.52,Electronics,International Gateway,VPN Desktop,International,1
503573,30,04-02-2024 06:00,7208.02,Electronics,International Gateway,Emulator,International,1
503574,30,04-02-2024 12:00,8407.87,Electronics,Unknown API,Rooted Android,Unknown Location,1
503575,30,04-02-2024 18:00,9229.02,Electronics,International Gateway,Rooted Android,Proxy Node,1
503576,30,05-02-2024 00:00,3754,Electronics,Unknown API,Rooted Android,Proxy Node,1
503577,30,05-02-2024 06:00,8094.54,Crypto Exchange,International Gateway,Emulator,International,1
503578,30,05-02-2024 12:00,4435.68,Foreign Transfer,International Gateway,Rooted Android,Unknown Location,1
503579,31,01-01-2024 00:00,1527.67,Online Store,Net Banking,iPhone,Pune,0
503580,31,01-01-2024 06:00,1270.31,Bill Payment,Card Swipe,iPhone,Hyderabad,0
503581,31,01-01-2024 12:00,1386.42,Shopping,POS Machine,Android,Chennai,0
503582,31,01-01-2024 18:00,1317.25,Utilities,UPI,Web Browser,Delhi,0
503583,31,02-01-2024 00:00,1417.63,Bill Payment,UPI,iPhone,Chennai,0
503584,31,02-01-2024 06:00,1255.38,Shopping,POS Machine,iPhone,Pune,0
503585,31,02-01-2024 12:00,1437.36,Bill Payment,Card Swipe,Android,Delhi,0
503586,31,02-01-2024 18:00,1511.36,Utilities,UPI,Android,Mumbai,0
503587,31,03-01-2024 00:00,1350.26,Online Store,POS Machine,Android,Mumbai,0
503588,31,03-01-2024 06:00,1414.57,Shopping,POS Machine,iPhone,Hyderabad,0
503589,31,03-01-2024 12:00,1419.33,Restaurants,POS Machine,Android,Hyderabad,0
503590,31,03-01-2024 18:00,1289.87,Travel,Card Swipe,iPhone,Chennai,0
503591,31,04-01-2024 00:00,1419.78,Travel,POS Machine,Web Browser,Chennai,0
503592,31,04-01-2024 06:00,1074.5,Shopping,UPI,iPhone,Chennai,0
503593,31,04-01-2024 12:00,1025.95,Travel,Card Swipe,iPhone,Hyderabad,0
503594,31,04-01-2024 18:00,1310.92,Pharmacy,Card Swipe,iPhone,Pune,0
503595,31,05-01-2024 00:00,1428.33,Shopping,Mobile Banking,Web Browser,Pune,0
503596,31,05-01-2024 06:00,1340.72,Utilities,Net Banking,Web Browser,Mumbai,0
503597,31,05-01-2024 12:00,1442.04,Online Store,POS Machine,Android,Mumbai,0
503598,31,05-01-2024 18:00,1204.56,Shopping,Mobile Banking,iPhone,Hyderabad,0
503599,31,06-01-2024 00:00,1458.74,Utilities,POS Machine,iPhone,Mumbai,0
503600,31,06-01-2024 06:00,1549.7,Utilities,Mobile Banking,Web Browser,Hyderabad,0
503601,31,06-01-2024 12:00,1266.18,Travel,Mobile Banking,Web Browser,Bangalore,0
503602,31,06-01-2024 18:00,1445.1,Travel,POS Machine,iPhone,Delhi,0
503603,31,07-01-2024 00:00,1353.87,Utilities,POS Machine,Web Browser,Bangalore,0
503604,31,07-01-2024 06:00,1404.97,Utilities,UPI,Android,Hyderabad,0
503605,31,07-01-2024 12:00,1549.45,Travel,Net Banking,Android,Mumbai,0
503606,31,07-01-2024 18:00,1391,Pharmacy,Card Swipe,Android,Pune,0
503607,31,08-01-2024 00:00,1444.3,Grocery,UPI,Android,Chennai,0
503608,31,08-01-2024 06:00,1197.09,Bill Payment,POS Machine,iPhone,Delhi,0
503609,31,08-01-2024 12:00,1440.55,Shopping,POS Machine,Android,Hyderabad,0
503610,31,08-01-2024 18:00,1547.4,Travel,UPI,Web Browser,Chennai,0
503611,31,09-01-2024 00:00,1238.49,Restaurants,Mobile Banking,iPhone,Chennai,0
503612,31,09-01-2024 06:00,1311.7,Pharmacy,POS Machine,Android,Pune,0
503613,31,09-01-2024 12:00,1434.75,Grocery,Net Banking,Android,Mumbai,0
503614,31,09-01-2024 18:00,1405.69,Grocery,UPI,Web Browser,Pune,0
503615,31,10-01-2024 00:00,1185.3,Pharmacy,UPI,iPhone,Mumbai,0
503616,31,10-01-2024 06:00,1371.2,Travel,Mobile Banking,Web Browser,Chennai,0
503617,31,10-01-2024 12:00,1310.53,Pharmacy,Card Swipe,iPhone,Chennai,0
503618,31,10-01-2024 18:00,1232.98,Bill Payment,POS Machine,iPhone,Hyderabad,0
503619,31,11-01-2024 00:00,1516.52,Online Store,Mobile Banking,iPhone,Bangalore,0
503620,31,11-01-2024 06:00,1351.76,Restaurants,Net Banking,Web Browser,Bangalore,0
503621,31,11-01-2024 12:00,1470.96,Travel,UPI,Android,Hyderabad,0
503622,31,11-01-2024 18:00,1208.01,Grocery,UPI,Web Browser,Bangalore,0
503623,31,12-01-2024 00:00,1422.9,Utilities,Net Banking,iPhone,Pune,0
503624,31,12-01-2024 06:00,1480.54,Restaurants,POS Machine,Android,Bangalore,0
503625,31,12-01-2024 12:00,1321.57,Grocery,Net Banking,Android,Mumbai,0
503626,31,12-01-2024 18:00,1290.47,Grocery,Mobile Banking,Web Browser,Mumbai,0
503627,31,13-01-2024 00:00,1192.06,Bill Payment,Card Swipe,iPhone,Chennai,0
503628,31,13-01-2024 06:00,1245.25,Utilities,UPI,Web Browser,Delhi,0
503629,31,13-01-2024 12:00,1295.9,Travel,POS Machine,iPhone,Bangalore,0
503630,31,13-01-2024 18:00,1232.1,Shopping,UPI,Android,Hyderabad,0
503631,31,14-01-2024 00:00,1257.45,Pharmacy,Net Banking,Web Browser,Pune,0
503632,31,14-01-2024 06:00,1370.37,Bill Payment,UPI,Web Browser,Chennai,0
503633,31,14-01-2024 12:00,1384.96,Online Store,UPI,Web Browser,Mumbai,0
503634,31,14-01-2024 18:00,1484.1,Grocery,Net Banking,Web Browser,Delhi,0
503635,31,15-01-2024 00:00,1258.21,Restaurants,Net Banking,Web Browser,Mumbai,0
503636,31,15-01-2024 06:00,1353.92,Bill Payment,Mobile Banking,Web Browser,Chennai,0
503637,31,15-01-2024 12:00,1300.16,Pharmacy,Mobile Banking,Android,Delhi,0
503638,31,15-01-2024 18:00,1291.54,Grocery,POS Machine,Web Browser,Chennai,0
503639,31,16-01-2024 00:00,1312.54,Restaurants,POS Machine,Web Browser,Pune,0
503640,31,16-01-2024 06:00,1327.17,Shopping,Net Banking,iPhone,Bangalore,0
503641,31,16-01-2024 12:00,1381.62,Utilities,Card Swipe,Web Browser,Bangalore,0
503642,31,16-01-2024 18:00,1310.81,Restaurants,Card Swipe,Android,Delhi,0
503643,31,17-01-2024 00:00,1500.74,Grocery,Net Banking,Web Browser,Hyderabad,0
503644,31,17-01-2024 06:00,1143.27,Shopping,POS Machine,iPhone,Delhi,0
503645,31,17-01-2024 12:00,1479.6,Online Store,Mobile Banking,Android,Delhi,0
503646,31,17-01-2024 18:00,1306.16,Grocery,UPI,Android,Mumbai,0
503647,31,18-01-2024 00:00,1328.07,Restaurants,POS Machine,Web Browser,Hyderabad,0
503648,31,18-01-2024 06:00,1349.92,Online Store,POS Machine,iPhone,Delhi,0
503649,31,18-01-2024 12:00,1437.13,Travel,POS Machine,iPhone,Delhi,0
503650,31,18-01-2024 18:00,1243.76,Online Store,UPI,Android,Mumbai,0
503651,31,19-01-2024 00:00,1271,Restaurants,UPI,iPhone,Pune,0
503652,31,19-01-2024 06:00,1412.13,Online Store,POS Machine,iPhone,Delhi,0
503653,31,19-01-2024 12:00,1144.03,Utilities,POS Machine,iPhone,Bangalore,0
503654,31,19-01-2024 18:00,1346.92,Bill Payment,Card Swipe,Web Browser,Bangalore,0
503655,31,20-01-2024 00:00,1253.82,Travel,Card Swipe,iPhone,Hyderabad,0
503656,31,20-01-2024 06:00,6136.28,Foreign Transfer,International Gateway,VPN Desktop,Proxy Node,1
503657,31,20-01-2024 12:00,7365.44,Electronics,Unknown API,Emulator,International,1
503658,31,20-01-2024 18:00,3889.97,Luxury,Unknown API,Emulator,Unknown Location,1
503659,31,21-01-2024 00:00,2622.38,Foreign Transfer,Unknown API,VPN Desktop,Unknown Location,1
503660,31,21-01-2024 06:00,7304.48,Crypto Exchange,Unknown API,Emulator,Unknown Location,1
503661,32,01-01-2024 00:00,1260.81,Restaurants,POS Machine,Android,Pune,0
503662,32,01-01-2024 06:00,1266.74,Travel,Mobile Banking,Android,Bangalore,0
503663,32,01-01-2024 12:00,1643.65,Grocery,POS Machine,Android,Mumbai,0
503664,32,01-01-2024 18:00,1279.8,Grocery,Mobile Banking,Android,Pune,0
503665,32,02-01-2024 00:00,1464.25,Shopping,POS Machine,Android,Delhi,0
503666,32,02-01-2024 06:00,1283.1,Bill Payment,Card Swipe,iPhone,Hyderabad,0
503667,32,02-01-2024 12:00,1373.07,Grocery,Net Banking,Web Browser,Chennai,0
503668,32,02-01-2024 18:00,1447.99,Pharmacy,Card Swipe,Android,Pune,0
503669,32,03-01-2024 00:00,1255.42,Grocery,POS Machine,Web Browser,Mumbai,0
503670,32,03-01-2024 06:00,1245.65,Grocery,Net Banking,Android,Pune,0
503671,32,03-01-2024 12:00,1570.44,Restaurants,UPI,iPhone,Mumbai,0
503672,32,03-01-2024 18:00,1475.22,Utilities,Net Banking,iPhone,Mumbai,0
503673,32,04-01-2024 00:00,1447.84,Travel,POS Machine,Web Browser,Chennai,0
503674,32,04-01-2024 06:00,1447.36,Grocery,POS Machine,Android,Delhi,0
503675,32,04-01-2024 12:00,1401.08,Restaurants,Card Swipe,Android,Mumbai,0
503676,32,04-01-2024 18:00,1621.12,Shopping,UPI,Web Browser,Mumbai,0
503677,32,05-01-2024 00:00,1342.38,Travel,Card Swipe,iPhone,Mumbai,0
503678,32,05-01-2024 06:00,1417.7,Pharmacy,UPI,Web Browser,Hyderabad,0
503679,32,05-01-2024 12:00,1131.3,Utilities,Card Swipe,iPhone,Bangalore,0
503680,32,05-01-2024 18:00,1219.69,Restaurants,POS Machine,Web Browser,Delhi,0
503681,32,06-01-2024 00:00,1166.61,Travel,Mobile Banking,Web Browser,Delhi,0
503682,32,06-01-2024 06:00,1516.1,Pharmacy,Net Banking,iPhone,Mumbai,0
503683,32,06-01-2024 12:00,975.73,Bill Payment,Mobile Banking,iPhone,Pune,0
503684,32,06-01-2024 18:00,1279.37,Online Store,UPI,Web Browser,Delhi,0
503685,32,07-01-2024 00:00,913.43,Grocery,POS Machine,Web Browser,Pune,0
503686,32,07-01-2024 06:00,1218.8,Grocery,UPI,Web Browser,Chennai,0
503687,32,07-01-2024 12:00,1266.86,Grocery,Card Swipe,Web Browser,Chennai,0
503688,32,07-01-2024 18:00,1531.75,Shopping,Net Banking,Android,Hyderabad,0
503689,32,08-01-2024 00:00,1392.19,Pharmacy,Card Swipe,iPhone,Hyderabad,0
503690,32,08-01-2024 06:00,1218.53,Restaurants,UPI,Android,Delhi,0
503691,32,08-01-2024 12:00,1486.71,Pharmacy,Mobile Banking,iPhone,Bangalore,0
503692,32,08-01-2024 18:00,1338.7,Utilities,POS Machine,Web Browser,Mumbai,0
503693,32,09-01-2024 00:00,1341.49,Grocery,POS Machine,Android,Mumbai,0
503694,32,09-01-2024 06:00,1166.35,Pharmacy,Net Banking,Android,Bangalore,0
503695,32,09-01-2024 12:00,1196.38,Shopping,POS Machine,iPhone,Hyderabad,0
503696,32,09-01-2024 18:00,1219.67,Shopping,UPI,Android,Hyderabad,0
503697,32,10-01-2024 00:00,1342.75,Shopping,Card Swipe,iPhone,Pune,0
503698,32,10-01-2024 06:00,1347.18,Shopping,Net Banking,iPhone,Delhi,0
503699,32,10-01-2024 12:00,1554.23,Online Store,UPI,Android,Bangalore,0
503700,32,10-01-2024 18:00,1390.56,Travel,Net Banking,Web Browser,Bangalore,0
503701,32,11-01-2024 00:00,953.84,Grocery,Card Swipe,Web Browser,Chennai,0
503702,32,11-01-2024 06:00,1373.27,Bill Payment,POS Machine,Android,Delhi,0
503703,32,11-01-2024 12:00,1131.42,Restaurants,Card Swipe,Web Browser,Chennai,0
503704,32,11-01-2024 18:00,1199.78,Pharmacy,UPI,iPhone,Hyderabad,0
503705,32,12-01-2024 00:00,1221.49,Restaurants,Net Banking,Web Browser,Pune,0
503706,32,12-01-2024 06:00,1242.51,Travel,UPI,iPhone,Delhi,0
503707,32,12-01-2024 12:00,1141.99,Online Store,Card Swipe,iPhone,Bangalore,0
503708,32,12-01-2024 18:00,1364.92,Grocery,Card Swipe,iPhone,Hyderabad,0
503709,32,13-01-2024 00:00,1136.96,Restaurants,POS Machine,iPhone,Bangalore,0
503710,32,13-01-2024 06:00,1386.55,Utilities,POS Machine,iPhone,Chennai,0
503711,32,13-01-2024 12:00,1652.08,Grocery,UPI,Web Browser,Chennai,0
503712,32,13-01-2024 18:00,1148.46,Restaurants,Mobile Banking,Android,Hyderabad,0
503713,32,14-01-2024 00:00,1296.01,Grocery,UPI,Web Browser,Pune,0
503714,32,14-01-2024 06:00,979.84,Pharmacy,UPI,iPhone,Pune,0
503715,32,14-01-2024 12:00,1293.69,Travel,POS Machine,iPhone,Pune,0
503716,32,14-01-2024 18:00,1426.95,Shopping,UPI,iPhone,Chennai,0
503717,32,15-01-2024 00:00,1437.95,Pharmacy,Mobile Banking,Web Browser,Delhi,0
503718,32,15-01-2024 06:00,1347.11,Utilities,Card Swipe,Web Browser,Delhi,0
503719,32,15-01-2024 12:00,1461.76,Online Store,UPI,iPhone,Chennai,0
503720,32,15-01-2024 18:00,1695.72,Grocery,Card Swipe,Android,Mumbai,0
503721,32,16-01-2024 00:00,1577.99,Restaurants,Card Swipe,Android,Pune,0
503722,32,16-01-2024 06:00,1262.4,Utilities,POS Machine,Android,Pune,0
503723,32,16-01-2024 12:00,1131.27,Restaurants,UPI,Web Browser,Hyderabad,0
503724,32,16-01-2024 18:00,1278.83,Online Store,Card Swipe,Web Browser,Delhi,0
503725,32,17-01-2024 00:00,1202.46,Grocery,UPI,Web Browser,Hyderabad,0
503726,32,17-01-2024 06:00,1399.92,Utilities,Mobile Banking,iPhone,Delhi,0
503727,32,17-01-2024 12:00,1169.38,Travel,POS Machine,Web Browser,Delhi,0
503728,32,17-01-2024 18:00,1325.9,Travel,UPI,iPhone,Bangalore,0
503729,32,18-01-2024 00:00,1454.52,Utilities,POS Machine,Web Browser,Hyderabad,0
503730,32,18-01-2024 06:00,1321.96,Grocery,POS Machine,iPhone,Mumbai,0
503731,32,18-01-2024 12:00,1202.55,Bill Payment,UPI,Web Browser,Mumbai,0
503732,32,18-01-2024 18:00,1502.08,Travel,Card Swipe,iPhone,Mumbai,0
503733,32,19-01-2024 00:00,1070.85,Utilities,Card Swipe,Web Browser,Bangalore,0
503734,32,19-01-2024 06:00,1289.9,Pharmacy,UPI,Android,Mumbai,0
503735,32,19-01-2024 12:00,1330.3,Restaurants,UPI,iPhone,Hyderabad,0
503736,32,19-01-2024 18:00,1338.43,Online Store,Mobile Banking,Web Browser,Hyderabad,0
503737,32,20-01-2024 00:00,1361.67,Shopping,Mobile Banking,Web Browser,Mumbai,0
503738,32,20-01-2024 06:00,1422.39,Restaurants,UPI,iPhone,Bangalore,0
503739,32,20-01-2024 12:00,1331.18,Pharmacy,Card Swipe,Android,Hyderabad,0
503740,32,20-01-2024 18:00,1284.21,Online Store,Card Swipe,Android,Chennai,0
503741,32,21-01-2024 00:00,1278.63,Pharmacy,UPI,iPhone,Mumbai,0
503742,32,21-01-2024 06:00,1249.83,Restaurants,UPI,Web Browser,Mumbai,0
503743,32,21-01-2024 12:00,1447.4,Utilities,Net Banking,Android,Chennai,0
503744,32,21-01-2024 18:00,1244.89,Utilities,Card Swipe,Android,Pune,0
503745,32,22-01-2024 00:00,1455.76,Shopping,Card Swipe,Web Browser,Mumbai,0
